Building Name,Room,Registrar Code,Floor,Area,Capacity,Room Type,Controlled by Registrar,Used,"Media
Control",Players,Inputs,VDC,Voice Amplification,Projector,"Screen
Type",Screen Width,Video Display,Zoom Capable,Podcasting,iclicker,Close Caption Decoder/ Assisted Listening Devices (By Request),Network
York Hall,4050A,YORK 4050A,4,538,25,Classroom,Yes,Yes,Touchscreen,"VHS/DVD/CD combo deck
Blu-Ray Disc/DVD/VHS/CD combo deck
","VGA with audio
HDMI
iPod/MP3
",Yes,None,Widescreen,Electric,"6' 8""",N/A,"Not a Zoom Capable Room
","Audio (lapel or over-the-ear mic)
Screen
",Yes,Yes,"Ethernet
Wireless
"
York Hall,4050B,YORK 4050B,4,252,20,Classroom,Yes,Yes,Touchscreen,"VHS/DVD/CD combo deck
Blu-Ray Disc/DVD/VHS/CD combo deck
","VGA with audio
HDMI
iPod/MP3
",Yes,None,Widescreen,Electric,"6' 8""",N/A,"Not a Zoom Capable Room
","Audio (lapel or over-the-ear mic)
Screen
",Yes,Yes,"Ethernet
Wireless
"
York Hall,4060A,YORK 4060A,4,304,15,Classroom,Yes,Yes,Touchscreen,"VHS/DVD/CD combo deck
","VGA with audio
HDMI
iPod/MP3
",Yes,None,High Definition,Electric,"5' 8""",N/A,"Not a Zoom Capable Room
","Audio (ceiling mic)
Screen
",Yes,Yes,"Ethernet
Wireless
"
York Hall,4060B,YORK 4060B,4,281,15,Classroom,Yes,Yes,Touchscreen,"VHS/DVD/CD combo deck
","VGA with audio
HDMI
iPod/MP3
",Yes,None,High Definition,Electric,"5' 8""",N/A,"Not a Zoom Capable Room
","Audio (ceiling mic)
Screen
",Yes,Yes,"Ethernet
Wireless
"
York Hall,4080A,YORK 4080A,4,669,50,Classroom,Yes,Yes,Touchscreen,"VHS/DVD/CD combo deck
","VGA with audio
HDMI
iPod/MP3
",Yes,None,High Definition,Electric,"5' 8""",N/A,"Zoom Capable Room
Camera and Microphone
","Audio (ceiling mic)
Screen
Tracking camera
",Yes,Yes,"Ethernet
Wireless
"
Asante House Meeting Rooms,123A,ASANT 123A,1,715,25,Open Lab - Restricted,No,Yes,None,None,None,No,None,N/A,Electric,"7' 10""",N/A,None,None,N,Yes,None
Asante House Meeting Rooms,123B,ASANT 123B,1,659,34,Open Lab - Restricted,No,Yes,None,None,None,No,None,N/A,Manual,"7' 10""",N/A,None,None,N,Yes,None
Asante House Meeting Rooms,123C,ASANT 123C,1,721,34,Open Lab - Restricted,No,Yes,None,None,None,No,None,N/A,Manual,"7' 10""",N/A,None,None,N,Yes,None
Asante House Meeting Rooms,123D,ASANT 123D,1,663,20,Open Lab - Restricted,No,Yes,None,None,None,No,"Wireless
",N/A,Manual,"7' 10""",N/A,None,None,N,Yes,None
Leichtag Family Foundation Biomedical Research Building,105,LEICHTAG 105,1,112,0,Conference Room Service,No,No,None,None,None,No,None,None,N/A,N/A,N/A,None,None,N,No,"Wireless
"
Robinson Building 3 - Library,3201,RBC 3201,2,1176,82,Lecture Hall,No,Yes,N/A,"VHS/DVD/CD combo deck
",None,No,Wired (,N/A,Manual,N/A,N/A,None,None,N,Yes,None
Robinson Building 3 - Library,3202,RBC 3202,2,771,50,Classroom,No,Yes,N/A,None,None,No,"Wireless
",N/A,Manual,N/A,N/A,None,None,N,Yes,None
